Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback
L5U4,83.64266242310589,Tommy Hilfiger,Tops,Not Good,2.701450744828198,257,Edgy,"M, L, XL",L,Green,Very High,48,Glamour,Kendall Jenner,Winter,Daytime,Mixed,Negative,Positive
M5I9,21.209980346091417,Ralph Lauren,Accessories,Good,1.7464899724425393,218,Bohemian,"M, L, XL",S,Red,Significant,50,InStyle,Song of Style,Summer,Nighttime,Neutral,Neutral,Unknown
M2Q1,40.851838589168025,Burberry,Lingerie,Good,3.890050069567848,5,Preppy,"M, L, XL",S,Black,Negligible,54,Fashionista,Leandra Medine,Winter,Holiday,Mixed,Other,Neutral
J8D1,12.781237116236609,Ted Baker,Swimwear,Good,2.9445408283566437,481,Casual,"S, M, L",S,Blue,Significant,46,Grazia,Leandra Medine,Spring,Weekend,Positive,Unknown,Negative
Y9O2,71.01159896822008,Ted Baker,Outerwear,Very Good,1.0647932113686114,177,Formal,"S, M, L",L,Black,Very Low,43,Marie Claire,Olivia Palermo,Winter,Holiday,Neutral,Negative,Negative
W8R6,83.68462238074898,Jigsaw,Footwear,Not Good,3.254419827915121,224,Casual,"M, L, XL",S,Black,Medium,25,Marie Claire,Chiara Ferragni,Winter,Weekend,Negative,Mixed,Other
Q0Y3,82.36130005648411,Ted Baker,Accessories,Good,2.4762108402082483,15,Vintage,"S, M, L",M,Green,Above Average,41,W,Gigi Hadid,Fall/Winter,Daytime,Mixed,Neutral,Negative
W0Y9,19.789219771230425,Alexander McQueen,Dresses,Very Bad,1.61387461175776,232,Preppy,"M, L, XL",S,Red,Medium,58,Marie Claire,Aimee Song,Fall,Daytime,Neutral,Positive,Unknown
F9V9,95.85960373029819,Calvin Klein,Footwear,Very Good,1.722925394449006,299,Sporty,"M, L, XL",S,Blue,Negligible,43,Cosmopolitan,Gigi Hadid,Fall,Daytime,Negative,Neutral,Negative
N3L8,75.91521591009663,Alexander McQueen,Activewear,Worst,3.148832355575547,123,Streetwear,"M, L, XL",L,Green,Very Low,60,W,Olivia Palermo,Spring,Holiday,Mixed,Negative,Unknown
N9P1,57.8618863072185,Jigsaw,Jewelry,Worst,4.026551433739107,182,Glamorous,"M, L, XL",XL,Green,Below Average,29,InStyle,Kendall Jenner,Spring,Daytime,Mixed,Mixed,Mixed
X9A8,42.57917749616941,Alexander McQueen,Lingerie,Bad,3.15950514182316,167,Glamorous,"S, L, XL",S,Blue,Very High,33,InStyle,Olivia Palermo,Fall,Holiday,Positive,Other,Positive
M3K9,58.92198773508181,Mulberry,Activewear,Good,1.286939082867633,114,Streetwear,"M, L, XL",M,Red,High,47,Cosmopolitan,Julie Sari̱ana,Fall,Daytime,Negative,Neutral,Unknown
V9B5,46.81543166056288,Tommy Hilfiger,Dresses,Good,1.736732581288789,166,Preppy,"S, M, L",XL,Black,Average,21,Marie Claire,Julie Sari̱ana,Fall/Winter,Nighttime,Neutral,Mixed,Mixed
P0S6,13.784467753969857,Ted Baker,Lingerie,Best,1.4102667544917344,487,Streetwear,"M, L, XL",XL,Blue,Significant,19,Cosmopolitan,Olivia Palermo,Spring/Summer,Daytime,Negative,Neutral,Unknown
O8G7,93.60746455830854,Jigsaw,Swimwear,Best,4.415509707642823,120,Edgy,"M, L, XL",L,Black,Very Low,61,Harper's Bazaar,Gigi Hadid,Summer,Daytime,Unknown,Positive,Mixed
G5E7,71.92190598146354,Burberry,Jewelry,Bad,3.3204863441246033,260,Bohemian,"S, L, XL",M,Blue,Below Average,56,Vogue,Aimee Song,Spring,Weekend,Neutral,Negative,Negative
V8K5,46.21012371111535,Calvin Klein,Outerwear,Worst,3.6893293953598434,363,Minimalist,"S, L, XL",S,Black,Negligible,33,Grazia,Negin Mirsalehi,Spring/Summer,Evening,Negative,Unknown,Negative
U1N5,21.990375165979994,Calvin Klein,Activewear,Worst,3.597599484661876,389,Preppy,"S, M, L",L,Green,Very Low,26,InStyle,Olivia Palermo,Summer,Weekend,Negative,Positive,Neutral
O0S1,87.14785515101916,Ralph Lauren,Accessories,Best,2.409550819345665,442,Streetwear,"S, M, L",L,Blue,Negligible,41,Glamour,Julie Sari̱ana,Fall,Weekend,Mixed,Other,Other
N1C6,95.03390624639286,Ted Baker,Accessories,Very Bad,1.5710282378737301,214,Preppy,"S, L, XL",L,Red,Average,30,Vogue,Kendall Jenner,Fall,Weekend,Positive,Unknown,Unknown
E9Z4,41.857877048276634,Jigsaw,Footwear,Very Good,3.376953779901246,145,Bohemian,"S, L, XL",M,Green,Above Average,50,Marie Claire,Olivia Palermo,Spring/Summer,Daytime,Mixed,Negative,Neutral
E2H7,23.7512638706977,Calvin Klein,Bottoms,Bad,2.9054616488630063,165,Glamorous,"M, L, XL",S,Green,Medium,41,Marie Claire,Song of Style,Spring/Summer,Daytime,Mixed,Neutral,Other
V1M0,18.74045605257342,Ralph Lauren,Accessories,Good,1.4334224673398293,196,Casual,"S, M, L",L,Green,Significant,62,W,Leandra Medine,Winter,Evening,Negative,Positive,Neutral
K9T1,78.045947793098,Tommy Hilfiger,Bottoms,Very Bad,1.7043544200863887,305,Streetwear,"M, L, XL",XL,Green,Very Low,58,Elle,Julie Sari̱ana,Spring/Summer,Holiday,Neutral,Positive,Negative
L6W9,77.78908212259708,Calvin Klein,Jewelry,Not Good,1.458126547397168,209,Glamorous,"S, L, XL",L,Green,Significant,23,Cosmopolitan,Leandra Medine,Spring/Summer,Evening,Mixed,Other,Negative
W5K2,53.11677732853757,Ralph Lauren,Bottoms,Good,2.371750824421129,57,Bohemian,"M, L, XL",XL,Blue,High,21,Vogue,Gigi Hadid,Fall/Winter,Daytime,Neutral,Negative,Other
F2G2,62.98785663988518,Calvin Klein,Tops,Best,3.7800236388239368,414,Sporty,"S, M, L",M,Green,Significant,61,W,Negin Mirsalehi,Fall/Winter,Nighttime,Negative,Mixed,Negative
D7T6,85.06913393894801,Ralph Lauren,Dresses,Very Good,3.588072895683133,158,Vintage,"M, L, XL",M,Blue,High,38,InStyle,Camila Coelho,Spring,Nighttime,Neutral,Negative,Unknown
N4H6,25.655008244931988,Mulberry,Accessories,Best,3.4257532843023633,118,Preppy,"M, L, XL",L,Black,Below Average,20,Marie Claire,Camila Coelho,Fall,Holiday,Negative,Negative,Positive
Y4D4,49.42148128243487,Alexander McQueen,Activewear,Bad,4.932830529009721,437,Edgy,"M, L, XL",S,Blue,High,28,Marie Claire,Song of Style,Fall/Winter,Evening,Unknown,Negative,Positive
F0X6,23.3092119946428,Alexander McQueen,Accessories,Not Good,4.723553289193537,449,Edgy,"M, L, XL",M,Red,Above Average,51,Vogue,Olivia Palermo,Fall/Winter,Evening,Positive,Neutral,Negative
A4H1,96.46240643849181,Ted Baker,Outerwear,Worst,2.376884146313299,457,Vintage,"S, M, L",S,Red,Very Low,41,Grazia,Negin Mirsalehi,Summer,Evening,Unknown,Positive,Positive
Z6Y0,28.395198735526172,Burberry,Accessories,Good,2.1739597790221192,97,Preppy,"S, L, XL",XL,Green,Low,24,Fashionista,Chiara Ferragni,Fall/Winter,Weekend,Positive,Positive,Neutral
G8Q7,89.42632440939988,Calvin Klein,Activewear,Not Good,3.1371868068487694,432,Minimalist,"S, M, L",M,Blue,Very Low,62,Glamour,Camila Coelho,Spring,Daytime,Mixed,Mixed,Other
S5P0,70.57533306460871,Alexander McQueen,Tops,Good,1.0692211733197432,447,Preppy,"M, L, XL",M,Blue,Below Average,31,Harper's Bazaar,Kendall Jenner,Winter,Daytime,Positive,Unknown,Other
A4M8,47.82105598206863,Ralph Lauren,Jewelry,Worst,4.755436931413655,486,Glamorous,"S, L, XL",M,Blue,Low,26,W,Aimee Song,Fall,Nighttime,Positive,Unknown,Negative
L3D6,57.80144210780613,Ralph Lauren,Swimwear,Good,4.582033654679801,105,Sporty,"S, M, L",S,Red,High,55,Grazia,Camila Coelho,Summer,Daytime,Unknown,Neutral,Unknown
Q4J5,92.70092011118497,Calvin Klein,Activewear,Very Bad,1.1962645594230046,15,Streetwear,"S, M, L",XL,Green,Very High,40,Glamour,Camila Coelho,Spring/Summer,Nighttime,Neutral,Mixed,Positive
Z9R3,89.79308855818084,Ralph Lauren,Lingerie,Bad,2.890157750413453,123,Bohemian,"S, M, L",S,Black,Above Average,57,Cosmopolitan,Leandra Medine,Spring/Summer,Nighttime,Negative,Negative,Unknown
N6W2,76.60363344435666,Alexander McQueen,Accessories,Best,4.09809799450855,467,Vintage,"M, L, XL",S,Black,Medium,34,Elle,Camila Coelho,Spring,Weekend,Unknown,Mixed,Positive
B1A3,85.15419494921312,Ralph Lauren,Lingerie,Worst,2.9538048686828042,492,Formal,"S, L, XL",S,Black,Very High,62,Grazia,Julie Sari̱ana,Fall,Weekend,Unknown,Neutral,Negative
L5Q7,74.29156929528034,Mulberry,Accessories,Best,3.3033020347573085,207,Casual,"S, M, L",S,Red,Low,44,Glamour,Kendall Jenner,Summer,Holiday,Unknown,Neutral,Positive
B6V4,86.26415833068863,Mulberry,Tops,Not Good,4.589936446140821,475,Streetwear,"M, L, XL",XL,Green,Low,58,Marie Claire,Leandra Medine,Fall,Evening,Unknown,Negative,Mixed
E4S3,52.772650676547556,Alexander McQueen,Outerwear,Best,4.811507412207892,497,Minimalist,"S, M, L",XL,Green,Average,61,Elle,Gigi Hadid,Winter,Evening,Negative,Neutral,Positive
A3E9,27.12078333322599,Burberry,Footwear,Very Good,2.154501385507759,362,Streetwear,"S, M, L",S,Green,Average,39,InStyle,Gigi Hadid,Fall,Daytime,Negative,Other,Positive
Y5M0,79.08542431020531,Mulberry,Tops,Worst,2.4121454250647685,134,Streetwear,"M, L, XL",L,Red,Negligible,61,Glamour,Camila Coelho,Spring,Daytime,Mixed,Positive,Positive
F2M7,82.97273246559588,Jigsaw,Accessories,Worst,1.0301593239379692,209,Sporty,"S, L, XL",S,Red,Very High,26,Elle,Camila Coelho,Winter,Daytime,Positive,Positive,Mixed
T0V2,84.35413520398026,Mulberry,Bottoms,Best,2.391449656824342,159,Glamorous,"M, L, XL",M,Green,High,28,Cosmopolitan,Camila Coelho,Fall/Winter,Evening,Neutral,Mixed,Other
Y2F2,53.53291281920241,Jigsaw,Footwear,Not Good,4.840554565766454,466,Formal,"S, L, XL",XL,Red,Medium,60,Cosmopolitan,Olivia Palermo,Spring/Summer,Daytime,Unknown,Unknown,Neutral
Y8V8,27.516393227477042,Burberry,Bottoms,Good,3.682562858497804,121,Casual,"S, M, L",XL,Black,Below Average,60,Vogue,Leandra Medine,Fall,Nighttime,Positive,Mixed,Other
F7T5,61.8561723770709,Tommy Hilfiger,Swimwear,Best,3.1053753062371343,106,Formal,"M, L, XL",M,Green,Negligible,22,Vogue,Chiara Ferragni,Winter,Nighttime,Mixed,Negative,Mixed
I2D7,13.582354144579497,Tommy Hilfiger,Jewelry,Bad,2.587444738718951,386,Glamorous,"S, M, L",XL,Black,Low,44,Vogue,Song of Style,Winter,Nighttime,Negative,Neutral,Negative
V5V4,36.264775844316034,Mulberry,Lingerie,Best,2.03027753640803,338,Preppy,"S, L, XL",L,Red,Average,47,Harper's Bazaar,Camila Coelho,Summer,Weekend,Unknown,Positive,Unknown
D2M4,10.595487252843833,Ralph Lauren,Accessories,Very Good,3.391177122460142,173,Glamorous,"M, L, XL",XL,Blue,Above Average,60,Elle,Negin Mirsalehi,Spring/Summer,Daytime,Positive,Positive,Other
V5N2,61.593669244352625,Alexander McQueen,Jewelry,Bad,1.4853561035207976,229,Bohemian,"M, L, XL",S,Green,Significant,44,InStyle,Olivia Palermo,Summer,Evening,Negative,Negative,Unknown
R6O2,64.6271276708487,Tommy Hilfiger,Tops,Worst,3.479920200666311,157,Sporty,"M, L, XL",S,Red,Low,33,Grazia,Aimee Song,Fall/Winter,Evening,Positive,Neutral,Unknown
H6B6,10.523835339899001,Ted Baker,Outerwear,Very Good,1.574822963799443,263,Edgy,"S, M, L",L,Green,Low,44,Cosmopolitan,Camila Coelho,Fall/Winter,Evening,Negative,Unknown,Negative
B7P4,54.64333380178228,Burberry,Tops,Very Good,4.67705824790666,282,Glamorous,"M, L, XL",L,Green,High,56,Marie Claire,Julie Sari̱ana,Summer,Daytime,Neutral,Mixed,Neutral
W8K0,10.471995071415504,Ted Baker,Dresses,Worst,2.156776284337827,122,Preppy,"S, M, L",S,Green,Below Average,57,Elle,Song of Style,Fall,Daytime,Mixed,Neutral,Mixed
U2C7,35.9133382057517,Calvin Klein,Dresses,Good,3.435647656754741,221,Bohemian,"M, L, XL",S,Black,Below Average,20,Cosmopolitan,Aimee Song,Fall/Winter,Holiday,Mixed,Unknown,Mixed
Z6A5,96.31818303742553,Calvin Klein,Dresses,Best,3.920281595565724,445,Casual,"S, M, L",M,Blue,Average,19,Grazia,Song of Style,Fall/Winter,Evening,Neutral,Unknown,Mixed
J4Q1,62.27385425948478,Calvin Klein,Swimwear,Very Bad,3.327908051841745,454,Minimalist,"S, L, XL",XL,Blue,Very High,42,Vogue,Gigi Hadid,Spring/Summer,Holiday,Unknown,Other,Neutral
J0V9,72.88119423491354,Burberry,Footwear,Not Good,1.3966420169362204,96,Streetwear,"S, L, XL",M,Blue,Negligible,23,Marie Claire,Julie Sari̱ana,Spring,Nighttime,Negative,Other,Mixed
T7D6,56.01128039526104,Tommy Hilfiger,Swimwear,Not Good,3.5985315797571196,439,Preppy,"S, M, L",L,Green,Below Average,19,Fashionista,Chiara Ferragni,Spring/Summer,Evening,Unknown,Other,Positive
P1Q8,63.524750782525594,Ted Baker,Activewear,Good,2.910487339259315,457,Casual,"S, M, L",S,Blue,Average,33,W,Olivia Palermo,Summer,Nighttime,Unknown,Positive,Negative
K4Y2,22.922762136895475,Ralph Lauren,Bottoms,Very Good,1.7020125351637625,63,Edgy,"M, L, XL",M,Red,Below Average,21,Harper's Bazaar,Song of Style,Summer,Holiday,Unknown,Negative,Mixed
M8M3,29.322141237357652,Mulberry,Footwear,Not Good,3.3613475602350325,462,Formal,"S, M, L",XL,Red,High,33,Elle,Negin Mirsalehi,Fall,Holiday,Negative,Unknown,Neutral
E5B1,67.713911223082,Jigsaw,Activewear,Very Bad,4.4820600583738415,402,Streetwear,"M, L, XL",M,Blue,Very Low,43,Fashionista,Negin Mirsalehi,Winter,Evening,Positive,Mixed,Neutral
P8Q2,10.297781803834958,Burberry,Dresses,Bad,3.7239277250352583,271,Minimalist,"S, M, L",S,Green,Very High,27,Harper's Bazaar,Camila Coelho,Summer,Daytime,Positive,Negative,Neutral
O7X8,31.934739075021472,Ralph Lauren,Jewelry,Bad,2.9799527367050445,113,Casual,"S, M, L",L,Green,Below Average,45,Vogue,Negin Mirsalehi,Winter,Nighttime,Negative,Other,Negative
C0C8,92.50710057830864,Ted Baker,Dresses,Not Good,4.230283424137756,62,Bohemian,"M, L, XL",XL,Black,Medium,60,Elle,Aimee Song,Fall,Nighttime,Negative,Other,Positive
L4B2,74.08813738581775,Jigsaw,Footwear,Very Good,4.514646738362348,136,Glamorous,"M, L, XL",S,Blue,Medium,64,Glamour,Julie Sari̱ana,Spring/Summer,Nighttime,Positive,Negative,Mixed
G0T4,47.03986197716419,Jigsaw,Jewelry,Bad,4.2396137653220025,202,Preppy,"S, M, L",S,Black,Very Low,59,Grazia,Kendall Jenner,Summer,Holiday,Positive,Negative,Negative
I0M5,20.305694020103353,Ralph Lauren,Jewelry,Worst,2.6540697078135684,386,Vintage,"M, L, XL",XL,Blue,Low,32,Cosmopolitan,Kendall Jenner,Fall,Holiday,Unknown,Unknown,Mixed
G8N3,68.6726127788724,Jigsaw,Tops,Good,4.450229435445227,126,Streetwear,"S, L, XL",M,Green,Above Average,54,Fashionista,Leandra Medine,Fall,Nighttime,Neutral,Mixed,Mixed
X5Z1,86.39117286883665,Jigsaw,Activewear,Worst,3.0147781817367676,91,Minimalist,"M, L, XL",XL,Blue,High,62,Glamour,Chiara Ferragni,Spring,Weekend,Unknown,Positive,Mixed
D9P3,24.481849225152313,Ralph Lauren,Bottoms,Good,3.6305109558345996,291,Minimalist,"S, L, XL",XL,Blue,Medium,63,Cosmopolitan,Kendall Jenner,Fall/Winter,Evening,Positive,Positive,Positive
O7Y5,57.44176263853637,Ted Baker,Lingerie,Worst,4.159929100065034,365,Bohemian,"M, L, XL",M,Green,Negligible,37,Marie Claire,Aimee Song,Spring/Summer,Evening,Negative,Unknown,Neutral
Y5F3,20.73394825365275,Tommy Hilfiger,Jewelry,Best,2.6303305066713127,29,Bohemian,"S, M, L",M,Black,Significant,47,Vogue,Gigi Hadid,Fall/Winter,Nighttime,Mixed,Neutral,Mixed
D0M5,85.7740485208629,Alexander McQueen,Jewelry,Not Good,4.09200200981909,141,Streetwear,"S, M, L",L,Blue,Negligible,59,Cosmopolitan,Chiara Ferragni,Fall,Nighttime,Neutral,Unknown,Mixed
K2J4,73.93066887558388,Jigsaw,Bottoms,Very Good,1.6151990291572358,476,Vintage,"S, M, L",M,Blue,Significant,62,Elle,Kendall Jenner,Summer,Evening,Negative,Negative,Mixed
J4C0,95.96052646945607,Alexander McQueen,Accessories,Worst,1.7973608276454183,129,Casual,"S, L, XL",XL,Blue,Above Average,23,Glamour,Chiara Ferragni,Spring/Summer,Holiday,Negative,Negative,Other
H6H1,28.537029450017563,Jigsaw,Activewear,Good,1.8284248673157784,197,Streetwear,"S, L, XL",XL,Black,Low,46,W,Song of Style,Fall,Evening,Neutral,Other,Other
I0N2,83.11305498145693,Ted Baker,Outerwear,Best,2.5890257890606105,489,Casual,"S, L, XL",M,Green,High,45,Elle,Julie Sari̱ana,Spring/Summer,Daytime,Neutral,Mixed,Neutral
W0R5,93.68921513987648,Burberry,Outerwear,Not Good,1.7771139779937402,332,Glamorous,"M, L, XL",XL,Red,Very Low,51,Harper's Bazaar,Aimee Song,Fall,Holiday,Neutral,Negative,Unknown
O1G9,77.9368530102955,Mulberry,Activewear,Very Good,4.363649015938307,151,Preppy,"S, L, XL",XL,Red,Average,30,Cosmopolitan,Camila Coelho,Summer,Daytime,Mixed,Unknown,Positive
A9P1,16.19944775177323,Jigsaw,Footwear,Worst,1.205146904190133,421,Vintage,"S, M, L",M,Blue,Below Average,43,Elle,Negin Mirsalehi,Fall/Winter,Nighttime,Negative,Unknown,Negative
L9F3,31.099710209925604,Alexander McQueen,Bottoms,Very Good,2.6622724006109575,90,Bohemian,"S, M, L",XL,Red,Significant,24,Elle,Leandra Medine,Spring/Summer,Evening,Positive,Unknown,Unknown
L1R9,50.56050021039508,Tommy Hilfiger,Dresses,Very Bad,3.0398681254743942,32,Bohemian,"S, L, XL",S,Black,Below Average,48,Vogue,Aimee Song,Spring/Summer,Holiday,Mixed,Negative,Mixed
I8F1,20.840692296618933,Alexander McQueen,Activewear,Bad,1.42992303620322,23,Formal,"S, M, L",S,Black,Medium,48,Harper's Bazaar,Kendall Jenner,Fall,Holiday,Positive,Other,Neutral
P3P4,49.04209960888318,Calvin Klein,Accessories,Very Bad,1.787693292578612,43,Edgy,"M, L, XL",M,Blue,Very High,25,Glamour,Negin Mirsalehi,Summer,Daytime,Negative,Negative,Neutral
Z3S1,92.53255048203125,Tommy Hilfiger,Swimwear,Very Bad,4.917471121223391,314,Streetwear,"M, L, XL",L,Green,Very High,31,Fashionista,Leandra Medine,Fall/Winter,Evening,Positive,Other,Unknown
V5F4,14.821123309858773,Ted Baker,Lingerie,Very Good,1.3123748318296866,165,Casual,"M, L, XL",S,Black,High,34,Grazia,Chiara Ferragni,Fall,Holiday,Negative,Other,Mixed
X0B4,85.62076210225885,Ted Baker,Jewelry,Good,2.5558957305040413,476,Glamorous,"M, L, XL",S,Red,Medium,48,InStyle,Song of Style,Winter,Nighttime,Negative,Neutral,Negative
J1M9,18.94708685198886,Calvin Klein,Swimwear,Bad,4.163478572927597,454,Formal,"M, L, XL",S,Blue,Significant,61,Fashionista,Olivia Palermo,Summer,Evening,Mixed,Positive,Mixed
H0K8,89.85253253902256,Jigsaw,Swimwear,Very Bad,3.51803325285919,38,Formal,"M, L, XL",S,Blue,High,51,Grazia,Aimee Song,Spring,Holiday,Mixed,Neutral,Neutral
Q3Q4,93.52371304221808,Burberry,Lingerie,Worst,2.688152008957567,56,Bohemian,"M, L, XL",M,Green,Average,49,Vogue,Kendall Jenner,Spring,Evening,Unknown,Mixed,Unknown
S0Y5,83.99541911360672,Burberry,Accessories,Very Good,4.508194700404476,288,Formal,"M, L, XL",L,Black,Below Average,54,W,Olivia Palermo,Spring,Weekend,Unknown,Negative,Other
R8M3,30.40128308732524,Alexander McQueen,Lingerie,Good,4.999979524942086,46,Glamorous,"S, M, L",S,Blue,Significant,39,Elle,Negin Mirsalehi,Spring/Summer,Evening,Mixed,Positive,Other
I2T7,82.86442473802546,Calvin Klein,Dresses,Very Bad,1.431033215925169,68,Glamorous,"S, M, L",S,Black,Average,56,Fashionista,Negin Mirsalehi,Spring/Summer,Weekend,Negative,Negative,Unknown
K3D1,37.50878990585274,Burberry,Tops,Bad,2.2342883666951248,261,Preppy,"S, L, XL",M,Blue,Below Average,64,Elle,Kendall Jenner,Summer,Daytime,Mixed,Positive,Positive
A4H4,55.061023151502035,Mulberry,Tops,Best,4.993037730006174,65,Vintage,"S, M, L",M,Red,Above Average,33,Elle,Kendall Jenner,Fall,Nighttime,Unknown,Negative,Mixed
O4E6,49.62795159772593,Tommy Hilfiger,Jewelry,Not Good,4.928480545067352,414,Preppy,"M, L, XL",XL,Blue,Low,41,Harper's Bazaar,Negin Mirsalehi,Fall,Daytime,Negative,Unknown,Mixed
R2J0,15.808745363684244,Ralph Lauren,Footwear,Worst,4.27515455843572,184,Sporty,"S, L, XL",M,Black,Significant,29,W,Leandra Medine,Fall,Weekend,Mixed,Neutral,Unknown
H2U0,91.33812688824791,Alexander McQueen,Jewelry,Best,4.429859381911493,270,Streetwear,"M, L, XL",S,Red,High,25,Elle,Camila Coelho,Spring,Daytime,Unknown,Other,Unknown
I6Z9,28.153094306381504,Calvin Klein,Tops,Best,3.0135043942859956,191,Streetwear,"S, M, L",M,Blue,Very High,18,Glamour,Negin Mirsalehi,Summer,Evening,Unknown,Other,Unknown
Y2R6,70.43971142360601,Alexander McQueen,Jewelry,Good,1.3741679453752762,18,Streetwear,"M, L, XL",M,Black,Medium,51,Marie Claire,Aimee Song,Fall/Winter,Weekend,Positive,Unknown,Other
H5F5,45.81916466804454,Alexander McQueen,Dresses,Not Good,2.1747847988508404,233,Bohemian,"M, L, XL",XL,Green,Low,52,Vogue,Leandra Medine,Winter,Daytime,Neutral,Mixed,Negative
V0Z0,55.92111587623885,Mulberry,Activewear,Very Bad,2.634410928510836,30,Glamorous,"S, M, L",M,Red,Very High,42,InStyle,Kendall Jenner,Spring,Daytime,Mixed,Unknown,Positive
K4A8,77.03395236624085,Mulberry,Swimwear,Good,1.7876977080556955,161,Vintage,"S, L, XL",M,Black,Low,56,Vogue,Negin Mirsalehi,Spring/Summer,Weekend,Positive,Neutral,Negative
Y9X4,71.40665328622416,Alexander McQueen,Activewear,Very Good,2.2812803429883277,299,Bohemian,"S, L, XL",S,Red,Above Average,34,InStyle,Song of Style,Winter,Daytime,Positive,Positive,Positive
R0C9,28.173656045724485,Ted Baker,Jewelry,Very Good,3.8490318210441847,267,Glamorous,"S, L, XL",S,Green,Negligible,43,Glamour,Negin Mirsalehi,Spring/Summer,Weekend,Negative,Negative,Negative
Q4Z8,25.257701703476226,Calvin Klein,Outerwear,Worst,1.6834547624346445,1,Casual,"S, M, L",M,Blue,Significant,45,Fashionista,Negin Mirsalehi,Fall/Winter,Daytime,Unknown,Mixed,Positive
M3D3,75.06408987550297,Burberry,Activewear,Good,4.205649640503956,179,Bohemian,"S, L, XL",XL,Black,Medium,42,Glamour,Leandra Medine,Winter,Holiday,Mixed,Other,Unknown
F9F8,68.57736833060272,Burberry,Accessories,Best,1.6632893602866448,438,Sporty,"M, L, XL",XL,Black,Below Average,30,Glamour,Kendall Jenner,Winter,Holiday,Positive,Mixed,Positive
N3C7,79.16631187328557,Burberry,Lingerie,Bad,2.685434246613628,224,Glamorous,"S, M, L",M,Blue,Very Low,40,Glamour,Aimee Song,Fall/Winter,Weekend,Mixed,Positive,Other
Y5P0,16.87825808664626,Burberry,Bottoms,Bad,1.2448563173056026,43,Glamorous,"S, M, L",M,Green,Very Low,56,Elle,Song of Style,Winter,Nighttime,Positive,Neutral,Other
N2T2,42.09553573833931,Tommy Hilfiger,Bottoms,Bad,3.367968954399865,299,Casual,"S, M, L",L,Blue,Average,30,Harper's Bazaar,Julie Sari̱ana,Spring,Evening,Positive,Positive,Unknown
Y0T3,11.057512922305948,Calvin Klein,Footwear,Best,3.2113748754727007,329,Glamorous,"S, L, XL",S,Blue,Average,28,Marie Claire,Camila Coelho,Spring,Nighttime,Mixed,Unknown,Other
D8S4,83.0541831315368,Alexander McQueen,Jewelry,Worst,3.6293861761904744,198,Vintage,"M, L, XL",XL,Green,Below Average,21,Cosmopolitan,Song of Style,Summer,Weekend,Unknown,Mixed,Unknown
S6Z9,89.4667262842708,Alexander McQueen,Bottoms,Good,3.788657442795998,174,Vintage,"S, M, L",S,Black,Very High,43,Cosmopolitan,Chiara Ferragni,Winter,Nighttime,Unknown,Positive,Unknown
T2B8,85.07457103013253,Jigsaw,Jewelry,Good,2.2355114085290735,6,Minimalist,"S, L, XL",XL,Red,Average,60,Marie Claire,Julie Sari̱ana,Spring/Summer,Weekend,Negative,Unknown,Other
C0W8,37.548120854199965,Alexander McQueen,Dresses,Not Good,2.2831773096266166,263,Streetwear,"S, M, L",S,Red,Above Average,34,Marie Claire,Julie Sari̱ana,Summer,Holiday,Positive,Mixed,Neutral
U0S7,95.24409773390698,Alexander McQueen,Swimwear,Good,1.2910626168160326,291,Edgy,"S, L, XL",M,Red,Below Average,52,Glamour,Olivia Palermo,Spring,Weekend,Neutral,Negative,Other
G8D5,99.57388936862759,Ralph Lauren,Activewear,Good,3.624669848177805,92,Bohemian,"S, M, L",S,Green,Significant,61,Glamour,Olivia Palermo,Winter,Weekend,Unknown,Other,Mixed
X8U4,50.12390643170594,Mulberry,Tops,Very Good,4.356223916386207,23,Glamorous,"S, L, XL",S,Blue,Average,44,W,Kendall Jenner,Spring,Daytime,Unknown,Negative,Positive
Z9X2,43.4160137437872,Burberry,Footwear,Very Bad,2.0203915546966424,486,Preppy,"S, M, L",L,Green,Very Low,51,Vogue,Olivia Palermo,Winter,Holiday,Mixed,Other,Unknown
C8P5,37.42381527544646,Calvin Klein,Dresses,Good,1.9783514233868678,360,Sporty,"S, M, L",L,Black,Significant,20,Cosmopolitan,Gigi Hadid,Spring/Summer,Nighttime,Negative,Neutral,Negative
C3B7,51.46217872318853,Ted Baker,Jewelry,Very Bad,1.4229529999190245,413,Formal,"S, M, L",L,Blue,Average,22,Glamour,Olivia Palermo,Spring/Summer,Nighttime,Negative,Negative,Neutral
Q2V2,46.20730968308105,Mulberry,Lingerie,Best,3.5317491549353126,85,Minimalist,"S, M, L",S,Green,Medium,34,Harper's Bazaar,Camila Coelho,Spring,Nighttime,Negative,Mixed,Positive
I1Q1,36.223528321681634,Tommy Hilfiger,Footwear,Best,2.0415505766949864,443,Streetwear,"S, L, XL",L,Blue,Very Low,63,W,Song of Style,Fall,Daytime,Positive,Neutral,Mixed
H7N9,68.22451283661294,Calvin Klein,Jewelry,Very Bad,2.3935947807886904,94,Casual,"S, M, L",S,Blue,High,50,Harper's Bazaar,Gigi Hadid,Spring/Summer,Holiday,Negative,Mixed,Positive
